
1	1	2	11	10	46	90	54	86	122
2	2	3	12	11	47	94	55	90	123
3	3	4	13	12	48	98	56	94	124
4	4	5	14	13	49	102	57	98	125
5	5	6	15	14	50	106	58	102	126
6	6	7	16	15	51	110	59	106	127
7	7	8	17	16	52	114	60	110	128
8	8	9	18	17	53	118	61	114	129
9	10	11	20	19	54	91	62	87	130
10	11	12	21	20	55	95	63	91	131
11	12	13	22	21	56	99	64	95	132
12	13	14	23	22	57	103	65	99	133
13	14	15	24	23	58	107	66	103	134
14	15	16	25	24	59	111	67	107	135
15	16	17	26	25	60	115	68	111	136
16	17	18	27	26	61	119	69	115	137
17	19	20	29	28	62	92	70	88	138
18	20	21	30	29	63	96	71	92	139
19	21	22	31	30	64	100	72	96	140
20	22	23	32	31	65	104	73	100	141
21	23	24	33	32	66	108	74	104	142
22	24	25	34	33	67	112	75	108	143
23	25	26	35	34	68	116	76	112	144
24	26	27	36	35	69	120	77	116	145
25	28	29	38	37	70	93	78	89	146
26	29	30	39	38	71	97	79	93	147
27	30	31	40	39	72	101	80	97	148
28	31	32	41	40	73	105	81	101	149
29	32	33	42	41	74	109	82	105	150
30	33	34	43	42	75	113	83	109	151
31	34	35	44	43	76	117	84	113	152
32	35	36	45	44	77	121	85	117	153
33	9	154	155	18	159	164	160	118	168
34	18	155	156	27	160	165	161	119	169
35	27	156	157	36	161	166	162	120	170
36	36	157	158	45	162	167	163	121	171
37	154	172	180	155	212	252	220	164	284
38	172	173	181	180	213	256	221	252	285
39	173	174	182	181	214	260	222	256	286
40	174	175	183	182	215	264	223	260	287
41	175	176	184	183	216	268	224	264	288
42	176	177	185	184	217	272	225	268	289
43	177	178	186	185	218	276	226	272	290
44	178	179	187	186	219	280	227	276	291
45	155	180	188	156	220	253	228	165	292
46	180	181	189	188	221	257	229	253	293
47	181	182	190	189	222	261	230	257	294
48	182	183	191	190	223	265	231	261	295
49	183	184	192	191	224	269	232	265	296
50	184	185	193	192	225	273	233	269	297
51	185	186	194	193	226	277	234	273	298
52	186	187	195	194	227	281	235	277	299
53	156	188	196	157	228	254	236	166	300
54	188	189	197	196	229	258	237	254	301
55	189	190	198	197	230	262	238	258	302
56	190	191	199	198	231	266	239	262	303
57	191	192	200	199	232	270	240	266	304
58	192	193	201	200	233	274	241	270	305
59	193	194	202	201	234	278	242	274	306
60	194	195	203	202	235	282	243	278	307
61	157	196	204	158	236	255	244	167	308
62	196	197	205	204	237	259	245	255	309
63	197	198	206	205	238	263	246	259	310
64	198	199	207	206	239	267	247	263	311
65	199	200	208	207	240	271	248	267	312
66	200	201	209	208	241	275	249	271	313
67	201	202	210	209	242	279	250	275	314
68	202	203	211	210	243	283	251	279	315
69	37	38	317	316	78	388	352	384	420
70	38	39	318	317	79	392	353	388	421
71	39	40	319	318	80	396	354	392	422
72	40	41	320	319	81	400	355	396	423
73	41	42	321	320	82	404	356	400	424
74	42	43	322	321	83	408	357	404	425
75	43	44	323	322	84	412	358	408	426
76	44	45	324	323	85	416	359	412	427
77	316	317	326	325	352	389	360	385	428
78	317	318	327	326	353	393	361	389	429
79	318	319	328	327	354	397	362	393	430
80	319	320	329	328	355	401	363	397	431
81	320	321	330	329	356	405	364	401	432
82	321	322	331	330	357	409	365	405	433
83	322	323	332	331	358	413	366	409	434
84	323	324	333	332	359	417	367	413	435
85	325	326	335	334	360	390	368	386	436
86	326	327	336	335	361	394	369	390	437
87	327	328	337	336	362	398	370	394	438
88	328	329	338	337	363	402	371	398	439
89	329	330	339	338	364	406	372	402	440
90	330	331	340	339	365	410	373	406	441
91	331	332	341	340	366	414	374	410	442
92	332	333	342	341	367	418	375	414	443
93	334	335	344	343	368	391	376	387	444
94	335	336	345	344	369	395	377	391	445
95	336	337	346	345	370	399	378	395	446
96	337	338	347	346	371	403	379	399	447
97	338	339	348	347	372	407	380	403	448
98	339	340	349	348	373	411	381	407	449
99	340	341	350	349	374	415	382	411	450
100	341	342	351	350	375	419	383	415	451
101	158	204	453	452	244	524	488	520	556
102	204	205	454	453	245	528	489	524	557
103	205	206	455	454	246	532	490	528	558
104	206	207	456	455	247	536	491	532	559
105	207	208	457	456	248	540	492	536	560
106	208	209	458	457	249	544	493	540	561
107	209	210	459	458	250	548	494	544	562
108	210	211	460	459	251	552	495	548	563
109	452	453	462	461	488	525	496	521	564
110	453	454	463	462	489	529	497	525	565
111	454	455	464	463	490	533	498	529	566
112	455	456	465	464	491	537	499	533	567
113	456	457	466	465	492	541	500	537	568
114	457	458	467	466	493	545	501	541	569
115	458	459	468	467	494	549	502	545	570
116	459	460	469	468	495	553	503	549	571
117	461	462	471	470	496	526	504	522	572
118	462	463	472	471	497	530	505	526	573
119	463	464	473	472	498	534	506	530	574
120	464	465	474	473	499	538	507	534	575
121	465	466	475	474	500	542	508	538	576
122	466	467	476	475	501	546	509	542	577
123	467	468	477	476	502	550	510	546	578
124	468	469	478	477	503	554	511	550	579
125	470	471	480	479	504	527	512	523	580
126	471	472	481	480	505	531	513	527	581
127	472	473	482	481	506	535	514	531	582
128	473	474	483	482	507	539	515	535	583
129	474	475	484	483	508	543	516	539	584
130	475	476	485	484	509	547	517	543	585
131	476	477	486	485	510	551	518	547	586
132	477	478	487	486	511	555	519	551	587
