1	0.0	0.07	0.011	0
2	0.0	0.068	0.011	0
3	0.0	0.066	0.011	0
4	0.0	0.064	0.011	0
5	0.0	0.062	0.011	0
6	0.0	0.06	0.011	0
7	0.0	0.058	0.011	0
8	0.0	0.056	0.011	0
9	0.0	0.054	0.011	0
10	0.0	0.052	0.011	0
11	0.0	0.05	0.011	0
12	0.0	0.048	0.011	0
13	0.0	0.046	0.011	0
14	0.0	0.044	0.011	0
15	0.0	0.042	0.011	0
16	0.0	0.04	0.011	0
17	0.0	0.038	0.011	0
18	0.0	0.036	0.011	0
19	0.0	0.034	0.011	0
20	0.0	0.032	0.011	0
21	0.0	0.03	0.011	0
22	0.0	0.028	0.011	0
23	0.0	0.026	0.011	0
24	0.0	0.024	0.011	0
25	0.0	0.022	0.011	0
26	0.0	0.02	0.011	0
27	0.0	0.07	0.0105	0
28	0.0	0.068	0.0105	0
29	0.0	0.066	0.0105	0
30	0.0	0.064	0.0105	0
31	0.0	0.062	0.0105	0
32	0.0	0.06	0.0105	0
33	0.0	0.058	0.0105	0
34	0.0	0.056	0.0105	0
35	0.0	0.054	0.0105	0
36	0.0	0.052	0.0105	0
37	0.0	0.05	0.0105	0
38	0.0	0.048	0.0105	0
39	0.0	0.046	0.0105	0
40	0.0	0.044	0.0105	0
41	0.0	0.042	0.0105	0
42	0.0	0.04	0.0105	0
43	0.0	0.038	0.0105	0
44	0.0	0.036	0.0105	0
45	0.0	0.034	0.0105	0
46	0.0	0.032	0.0105	0
47	0.0	0.03	0.0105	0
48	0.0	0.028	0.0105	0
49	0.0	0.026	0.0105	0
50	0.0	0.024	0.0105	0
51	0.0	0.022	0.0105	0
52	0.0	0.02	0.0105	0
53	0.0	0.07	0.01	0
54	0.0	0.068	0.01	0
55	0.0	0.066	0.01	0
56	0.0	0.064	0.01	0
57	0.0	0.062	0.01	0
58	0.0	0.06	0.01	0
59	0.0	0.058	0.01	0
60	0.0	0.056	0.01	0
61	0.0	0.054	0.01	0
62	0.0	0.052	0.01	0
63	0.0	0.05	0.01	0
64	0.0	0.048	0.01	0
65	0.0	0.046	0.01	0
66	0.0	0.044	0.01	0
67	0.0	0.042	0.01	0
68	0.0	0.04	0.01	0
69	0.0	0.038	0.01	0
70	0.0	0.036	0.01	0
71	0.0	0.034	0.01	0
72	0.0	0.032	0.01	0
73	0.0	0.03	0.01	0
74	0.0	0.028	0.01	0
75	0.0	0.026	0.01	0
76	0.0	0.024	0.01	0
77	0.0	0.022	0.01	0
78	0.0	0.02	0.01	0
1   0.0  0.0015    0.0015 0
2   0.0 -0.0015    0.0015 0
3   0.0 -0.0015   -0.0015 0
4   0.0 -0.0015    0.0015 0
