
1	1	2	11	10	0	0	0	0	0
2	2	3	12	11	0	0	0	0	0
3	3	4	13	12	0	0	0	0	0
4	4	5	14	13	0	0	0	0	0
5	5	6	15	14	0	0	0	0	0
6	6	7	16	15	0	0	0	0	0
7	7	8	17	16	0	0	0	0	0
8	8	9	18	17	0	0	0	0	0
9	10	11	20	19	0	0	0	0	0
10	11	12	21	20	0	0	0	0	0
11	12	13	22	21	0	0	0	0	0
12	13	14	23	22	0	0	0	0	0
13	14	15	24	23	0	0	0	0	0
14	15	16	25	24	0	0	0	0	0
15	16	17	26	25	0	0	0	0	0
16	17	18	27	26	0	0	0	0	0
17	19	20	29	28	0	0	0	0	0
18	20	21	30	29	0	0	0	0	0
19	21	22	31	30	0	0	0	0	0
20	22	23	32	31	0	0	0	0	0
21	23	24	33	32	0	0	0	0	0
22	24	25	34	33	0	0	0	0	0
23	25	26	35	34	0	0	0	0	0
24	26	27	36	35	0	0	0	0	0
25	28	29	38	37	0	0	0	0	0
26	29	30	39	38	0	0	0	0	0
27	30	31	40	39	0	0	0	0	0
28	31	32	41	40	0	0	0	0	0
29	32	33	42	41	0	0	0	0	0
30	33	34	43	42	0	0	0	0	0
31	34	35	44	43	0	0	0	0	0
32	35	36	45	44	0	0	0	0	0
33	9	46	47	18	0	0	0	0	0
34	18	47	48	27	0	0	0	0	0
35	27	48	49	36	0	0	0	0	0
36	36	49	50	45	0	0	0	0	0
37	46	51	59	47	0	0	0	0	0
38	51	52	60	59	0	0	0	0	0
39	52	53	61	60	0	0	0	0	0
40	53	54	62	61	0	0	0	0	0
41	54	55	63	62	0	0	0	0	0
42	55	56	64	63	0	0	0	0	0
43	56	57	65	64	0	0	0	0	0
44	57	58	66	65	0	0	0	0	0
45	47	59	67	48	0	0	0	0	0
46	59	60	68	67	0	0	0	0	0
47	60	61	69	68	0	0	0	0	0
48	61	62	70	69	0	0	0	0	0
49	62	63	71	70	0	0	0	0	0
50	63	64	72	71	0	0	0	0	0
51	64	65	73	72	0	0	0	0	0
52	65	66	74	73	0	0	0	0	0
53	48	67	75	49	0	0	0	0	0
54	67	68	76	75	0	0	0	0	0
55	68	69	77	76	0	0	0	0	0
56	69	70	78	77	0	0	0	0	0
57	70	71	79	78	0	0	0	0	0
58	71	72	80	79	0	0	0	0	0
59	72	73	81	80	0	0	0	0	0
60	73	74	82	81	0	0	0	0	0
61	49	75	83	50	0	0	0	0	0
62	75	76	84	83	0	0	0	0	0
63	76	77	85	84	0	0	0	0	0
64	77	78	86	85	0	0	0	0	0
65	78	79	87	86	0	0	0	0	0
66	79	80	88	87	0	0	0	0	0
67	80	81	89	88	0	0	0	0	0
68	81	82	90	89	0	0	0	0	0
69	37	38	92	91	0	0	0	0	0
70	38	39	93	92	0	0	0	0	0
71	39	40	94	93	0	0	0	0	0
72	40	41	95	94	0	0	0	0	0
73	41	42	96	95	0	0	0	0	0
74	42	43	97	96	0	0	0	0	0
75	43	44	98	97	0	0	0	0	0
76	44	45	99	98	0	0	0	0	0
77	91	92	101	100	0	0	0	0	0
78	92	93	102	101	0	0	0	0	0
79	93	94	103	102	0	0	0	0	0
80	94	95	104	103	0	0	0	0	0
81	95	96	105	104	0	0	0	0	0
82	96	97	106	105	0	0	0	0	0
83	97	98	107	106	0	0	0	0	0
84	98	99	108	107	0	0	0	0	0
85	100	101	110	109	0	0	0	0	0
86	101	102	111	110	0	0	0	0	0
87	102	103	112	111	0	0	0	0	0
88	103	104	113	112	0	0	0	0	0
89	104	105	114	113	0	0	0	0	0
90	105	106	115	114	0	0	0	0	0
91	106	107	116	115	0	0	0	0	0
92	107	108	117	116	0	0	0	0	0
93	109	110	119	118	0	0	0	0	0
94	110	111	120	119	0	0	0	0	0
95	111	112	121	120	0	0	0	0	0
96	112	113	122	121	0	0	0	0	0
97	113	114	123	122	0	0	0	0	0
98	114	115	124	123	0	0	0	0	0
99	115	116	125	124	0	0	0	0	0
100	116	117	126	125	0	0	0	0	0
101	50	83	128	127	0	0	0	0	0
102	83	84	129	128	0	0	0	0	0
103	84	85	130	129	0	0	0	0	0
104	85	86	131	130	0	0	0	0	0
105	86	87	132	131	0	0	0	0	0
106	87	88	133	132	0	0	0	0	0
107	88	89	134	133	0	0	0	0	0
108	89	90	135	134	0	0	0	0	0
109	127	128	137	136	0	0	0	0	0
110	128	129	138	137	0	0	0	0	0
111	129	130	139	138	0	0	0	0	0
112	130	131	140	139	0	0	0	0	0
113	131	132	141	140	0	0	0	0	0
114	132	133	142	141	0	0	0	0	0
115	133	134	143	142	0	0	0	0	0
116	134	135	144	143	0	0	0	0	0
117	136	137	146	145	0	0	0	0	0
118	137	138	147	146	0	0	0	0	0
119	138	139	148	147	0	0	0	0	0
120	139	140	149	148	0	0	0	0	0
121	140	141	150	149	0	0	0	0	0
122	141	142	151	150	0	0	0	0	0
123	142	143	152	151	0	0	0	0	0
124	143	144	153	152	0	0	0	0	0
125	145	146	155	154	0	0	0	0	0
126	146	147	156	155	0	0	0	0	0
127	147	148	157	156	0	0	0	0	0
128	148	149	158	157	0	0	0	0	0
129	149	150	159	158	0	0	0	0	0
130	150	151	160	159	0	0	0	0	0
131	151	152	161	160	0	0	0	0	0
132	152	153	162	161	0	0	0	0	0
